,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9984713375796178,0.9974522590637207,0.9964331388473511,0.9964331388473511,0.9961783289909363,0.9961783289909363,0.9961783289909363,0.9959235787391663,0.9959235787391663
