,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.999235668789809,0.9928662180900574,0.9546496868133545,0.9256051182746887,0.8914649486541748,0.8535031676292419,0.8101910948753357,0.559490442276001,0.41707006096839905
