,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9984713375796178,0.9984713196754456,0.9439490437507629,0.7870063781738281,0.5289171934127808,0.3044585883617401,0.19337579607963562,0.054012738168239594,0.05146496742963791
