,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9984713375796178,0.9579617977142334,0.4086624085903168,0.28713375329971313,0.26675158739089966,0.264203816652298,0.26394903659820557,0.26394903659820557,0.26394903659820557
