,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9982165605095541,0.9808917045593262,0.9169426560401917,0.8761783242225647,0.8303184509277344,0.7803821563720703,0.7380891442298889,0.559235692024231,0.5411465167999268
