,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.975031847133758,0.975031852722168,0.9722293019294739,0.9605095386505127,0.9322292804718018,0.8996178507804871,0.8677706718444824,0.5964331030845642,0.5959235429763794
