,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.999235668789809,0.9987261295318604,0.9987261295318604,0.9984713196754456,0.9984713196754456,0.9984713196754456,0.9982165694236755,0.9982165694236755,0.9982165694236755
