,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9956687898089172,0.9648407697677612,0.8919745087623596,0.8491719961166382,0.800000011920929,0.753121018409729,0.7077707052230835,0.4058598577976227,0.15541401505470276
