,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.975031847133758,0.9057325124740601,0.7971974611282349,0.7431846857070923,0.6901910901069641,0.6382165551185608,0.5895541310310364,0.3556687831878662,0.2807643413543701
