,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9982165605095541,0.9974522590637207,0.9582165479660034,0.8690446019172668,0.7240764498710632,0.5538853406906128,0.4285350441932678,0.22547771036624908,0.22547771036624908
