,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9984713375796178,0.7867515683174133,0.5406369566917419,0.49273884296417236,0.463949054479599,0.451719731092453,0.44738852977752686,0.4425477683544159,0.4425477683544159
