,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9949044585987261,0.9949044585227966,0.9946497082710266,0.9943948984146118,0.9941401481628418,0.9941401481628418,0.9941401481628418,0.9941401481628418,0.9941401481628418
