,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9994904458598726,0.9434394836425781,0.7518471479415894,0.6405095458030701,0.5385987162590027,0.4484076499938965,0.3757961690425873,0.19363057613372803,0.1712101846933365
