,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9994904458598726,0.9982165694236755,0.8030573129653931,0.4940127432346344,0.23133757710456848,0.0965605080127716,0.04484076425433159,0.004840764217078686,0.004840764217078686
