,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9956687898089172,0.9691720008850098,0.5177069902420044,0.3378343880176544,0.28484076261520386,0.2805095613002777,0.2805095613002777,0.2805095613002777,0.2805095613002777
