,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.999235668789809,0.9971974492073059,0.934267520904541,0.7959235906600952,0.5554140210151672,0.3462420403957367,0.22751592099666595,0.13681527972221375,0.13681527972221375
