,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9984713375796178,0.9982165694236755,0.9966878890991211,0.9954140186309814,0.9954140186309814,0.9954140186309814,0.9954140186309814,0.9954140186309814,0.9954140186309814
