,0,2/255,4/255,5/255,6/255,7/255,8/255,16/255,32/255
0,0.9982165605095541,0.9979617595672607,0.9979617595672607,0.9979617595672607,0.9979617595672607,0.9979617595672607,0.9979617595672607,0.9979617595672607,0.9979617595672607
